"","GSM432030","GSM432031","GSM432032","GSM432033","GSM432034","GSM432209","GSM432210","GSM432211","GSM432212","GSM432213","GSM432241","GSM432231","GSM432232","GSM432233","GSM432260","GSM432261","GSM432393","GSM432394","GSM432395","GSM432396","GSM432397","GSM432398","GSM432399","GSM432400","GSM432414","GSM432415","GSM432416"
"200810_s_at",9.71919889164663,9.89475203104517,9.81044244316813,10.2970430051472,10.2385991918661,10.4424537753435,10.3051815070711,10.2302160748384,10.3900004574257,9.85784003128894,9.51406955408615,9.72492173965804,9.61192362999316,9.59028351279218,9.679246120601,9.44590621351831,9.70023056030242,9.48830162366676,10.0156844593376,9.88125083484857,9.83883570551229,10.1294591307118,10.2887117835659,10.1329527918252,9.89558879788453,9.92342509153278,10.0664537096415
"235982_at",6.31305441776964,6.13795424752879,5.95103720862839,6.08663440541808,5.93020221181165,5.40999088751139,5.56191879315387,5.70167078674513,5.51152033000387,5.75568742220326,5.84143415935144,6.0515385956035,5.74075988009168,6.1247227291499,6.18411455860057,6.28596679358727,5.90064935080411,6.06268976465109,6.17051232105186,6.01097364619364,6.3122586073225,5.93020221181165,5.57499795400593,5.68726106472283,5.56400952225459,5.77824573467823,5.76469537725134
"1553196_a_at",6.51899463675896,6.53101738902464,5.96117795077241,6.25619340179703,6.09108375556295,5.90215603198638,5.7692361059528,6.10679530760877,5.89156131457459,6.00336706610645,5.99528516658401,6.34620335185534,6.35735932572571,6.2680224962339,6.10489425243378,6.44403562653184,6.17958537026369,6.46884593836206,6.15316225495733,6.37386640609167,6.26995238566554,6.11046831761811,6.08333924125471,5.98614076789691,6.16326052760648,5.82726670328386,6.08655844461962
"235175_at",6.10853011435743,5.91257191094543,5.97747951221828,6.59652992722274,6.40688463458281,6.46107851099652,6.00419750603413,6.0836513325501,6.4241507307465,6.23378032306042,6.19711376623401,6.24705676822536,6.45681581971011,6.59864488199152,6.35766625467858,8.11214177002031,7.88577068716572,8.03542614849429,6.27339157145953,6.02557254844044,6.1720071646427,6.96957683999339,7.9816947710187,7.22750173533373,9.48132042697483,9.60276267919295,9.5702905658906
"216676_x_at",7.62630327287157,7.79509919626671,7.75341252913005,7.49187070619368,7.79401157324262,7.35721756964896,7.53040237836836,7.53311508502516,7.38563773687348,7.44944716170915,7.66959854051846,7.68111572183053,7.71587601303609,7.74920351794985,7.72881233075459,8.00216445940787,7.65463797691,7.80011737133608,7.78681522661933,7.64283395407494,7.89731666792881,7.38419312960842,7.43720727019775,7.3097472760152,7.63607184804196,7.3649276918269,7.30538644328863
"226992_at",9.54985432017042,9.31348445498591,9.48889301584692,10.0305328125387,9.99670820920852,10.1217766476257,10.032069647047,10.0787348650206,10.1587404413839,9.49460701132833,9.60958381177456,9.49872578416412,9.8135323967163,9.90231484583588,9.68612912510558,8.78553724020693,9.19955417188228,8.83988437581051,9.41491353637488,9.28793817859961,9.20744050248537,9.75079676452155,9.94593779052513,9.87688647407634,9.2896135064303,9.37330319739684,9.33282373527257
"236840_at",7.72181554702487,7.66212908763546,7.78036494535823,7.47905528066028,7.71034848941751,7.58268787040738,7.63974935560291,7.45547460829379,7.86418702041833,7.7235862256354,7.60148740125043,7.60000081782585,7.55908221288201,7.39156937683638,7.43422075833996,7.20723182142086,7.29220777059363,7.32625070216298,7.88185085603485,7.90309082158824,7.73624040581751,7.55596527466222,7.16161142721411,7.55908221288201,7.39423134421074,7.39269046357731,7.4128598894275
"213104_at",9.61420341337005,9.62078661305778,9.74779644897922,9.8766777428273,9.75388393995841,9.98200566896533,9.70947543018806,9.75802239677521,9.9049512318119,9.94399315906178,9.56173664454279,9.72680637322941,9.7131726482632,9.63115308846304,9.51998264189027,9.27989675296565,9.50423197371371,9.38352204182022,9.93961533250474,9.71245174815677,9.70926439492797,9.72212949624321,9.87053181804742,9.91905953972822,9.48739167799956,9.58118029038291,9.54178139130137
"227726_at",6.87872750755929,6.73915164899137,7.04982325537391,7.34257287795501,7.54633791485708,7.42955837771639,7.30026593914719,7.36160205256231,7.85096287210172,6.9714004602836,6.92563336809297,6.89490157880392,6.89160142649712,6.93178092319678,7.17751266631987,7.01335067518712,7.41185105996205,7.08700984818411,7.09246163634249,7.3452883905861,6.90117208027992,7.58882640489209,7.62134609175782,7.64869838580053,7.65700082572103,7.82663215815286,7.67730185262246
"226456_at",10.1342420901891,10.0513762339148,10.0636171439461,10.855240930987,10.8885104436087,11.0276712835672,10.4349244370038,10.3205987892899,10.5089117729298,10.2754616473216,10.0102665477675,10.1926046521415,10.6223295579802,10.581505085217,10.689278144038,10.6375536543707,10.6639527727385,10.2178722068302,10.3402642404837,10.180255461381,10.2121638711075,11.0685252418135,11.1885362633115,11.1017907451451,10.695058531502,10.7820378546947,10.5440873061
"238506_at",7.2877550472054,7.34098816401489,7.29152579295083,7.18213550153011,7.21887615259436,7.30204070496437,7.44222186531973,7.03400433889403,7.63037500529075,7.02705887790767,6.88144880136388,7.14099268894712,6.8934446271019,7.10609832025687,6.8906439183355,6.55780748150469,6.76886377645576,6.64748661270459,6.93857949041521,6.95830544671348,7.03614493433857,6.8704974529085,6.83791866634899,7.01467391378711,6.92112984678541,6.88558100091185,6.86756198619528
"228439_at",8.04981561424276,8.20060286150919,8.24912730884643,8.67712248632089,8.7156710621014,8.64207220260251,8.70523751564098,8.64508512757126,8.7156710621014,8.28109528351121,8.13151004072698,8.23657621912374,8.73872857835,8.97630831575717,8.56948543961525,10.2081577588958,10.1465108786888,10.165407090349,8.00114368355573,8.12085089584775,8.16227416457579,9.38882883923675,10.1632421958885,9.73731154793601,11.2223485065695,11.3963444021907,11.3837417894059
"237799_at",8.14783702893503,8.18474260050714,7.98277117676103,7.87086263835566,7.73816609397627,7.80972990708731,7.70380698166234,7.74526504349032,7.63119887839565,7.94917994868035,8.24218425591035,7.99159089828718,8.12125546979929,8.20380247494176,8.02029552077283,8.28864648873665,7.99159089828718,8.0934297952096,8.06910324446841,8.25894278092615,8.22942095494507,8.12409893188698,7.7330478950431,7.89540169875316,7.88577068716572,7.93170103438036,7.93888028474266
"224693_at",9.37058564328385,9.64733267537452,9.43143475350599,9.37961029087366,9.54338419848867,9.74450253988194,9.38228233104166,9.40670333192211,9.74343463202747,9.20589772596032,9.43649819097881,9.22585065335217,9.31032801742415,9.43592709509176,9.05156014221486,8.88435840157743,8.81301790516997,9.04033402719369,9.05657037248277,9.13325428450483,9.22428024777127,9.15298686498937,9.00882442494208,9.15002549717661,8.90654720337987,8.85322653160988,8.95776186391412
"227949_at",9.79684966818527,9.79693062126054,9.76846971809923,9.87929487786799,9.96966938416878,9.92577273945616,10.1633155705608,9.90910283738325,10.2158010111513,9.86811856023851,9.6268085179045,9.60276938796446,9.56011259151733,9.46407457686793,9.63508050921281,9.48946409231303,9.92439027131533,9.68026979940762,10.0744676142396,10.1335088864405,10.0878188377387,10.0967867621886,10.1299889784991,10.2312042575029,9.98241293318322,9.94015722963781,9.92959919454642
"228665_at",7.24510381120244,7.07887566553721,6.8533832560991,6.91720889875332,6.84900725222605,6.25841712009909,6.57290304026202,6.58239366759074,6.61194341204327,6.73792150863897,6.81889242502041,6.98302655136501,6.90982233538262,6.80386596561945,6.72768844446062,7.25166500557194,6.985335422406,7.25457521369116,6.90021387438482,7.04178942632816,7.06631576867758,6.65189081438693,6.58767837432339,6.511516541443,6.43252698179233,6.64018827706077,6.43970060273085
"224824_at",9.4287327367763,9.52378406754789,9.35738472879022,9.29639188039215,9.40705184091311,9.43344128523396,9.20993521487136,9.27493431093685,9.35932240436379,9.39035081312712,9.31432730660486,9.40030098921102,9.12474438607518,9.32030988396182,9.38947689188553,8.6082114549776,8.82662010418304,8.73742151314241,9.5058476671821,9.41188272483134,9.49578742169841,9.36989359725805,9.42461957474642,9.46867722282725,8.70673168763276,8.88556407194852,8.74452224044855
"226796_at",8.63945011725608,8.60639446696969,8.71498688990487,8.61604899015743,8.86164332794526,8.99426666488807,8.66728249371752,8.60579897007317,8.89259717758257,8.76777653970873,8.74966199723936,8.83367811395223,8.72632914718907,8.90800291399558,8.6245852729423,8.30123550425417,8.32858666492146,8.25367470715876,8.86507128312464,8.6747402224044,8.56566175577747,8.60671989461538,8.57256619358174,8.55944053676319,8.25064936498857,8.26798996620711,8.30496337097366
"225576_at",11.2329394001972,11.3155316634915,11.2408821243904,11.2209118640032,11.190529560012,11.3435626372335,11.376684718629,11.3080614902414,11.7890286869306,11.2235059164391,11.3576957649469,11.3087778252342,11.0914160012344,11.4627156435993,10.8293932153076,10.9834377854531,11.0168687911358,11.221656731984,11.0187116675509,10.813018941076,10.7593589592438,10.731201310983,10.8205924993751,10.9562774329042,10.834754281108,11.0686816389069,11.266049843865
"1553062_at",9.55192495474973,9.61249312254718,9.53035784525806,9.291210834666,9.28258389314536,9.14406601813104,9.39594137309107,9.16457449653906,9.11698293341732,9.42911666756297,9.18025204780526,9.25107285009213,8.9522840148006,8.82355054428663,9.05705538575226,8.41395267164277,8.52665556666153,8.44551163291064,8.85238314991782,9.24947044910994,9.15560229710966,9.13269763506991,9.07804035834158,8.97328813540336,8.76079125941679,9.0076436559382,9.05956793523721
"201897_s_at",10.6168992696754,10.4643312442222,10.5689164433239,11.2428305971136,11.2381550251184,11.5484699883525,11.4829390543245,11.2802396697926,11.5945440219641,10.8768808501674,10.7402929220805,10.6938168416762,11.2035233932119,11.2954329907296,11.2536247588301,11.3632078284345,11.5224135060011,11.2688509368567,10.7320522323309,10.4603895016724,10.4932561063642,11.4647282874968,11.5163093086558,11.4993262271117,11.4524406069356,11.6089363340928,11.5881911194954
"235219_at",6.32886605536723,6.4488992637774,6.58726894228305,6.38029116355777,6.3519177508035,6.43805622841829,6.22279001664497,5.89200613249356,6.56830918072523,6.56401211057106,6.64724321249007,6.67077213691237,6.61190516327811,6.3970851553284,6.33932525438399,6.32735264869193,6.28517795189384,6.22305121923712,6.61597853217336,6.6197372441923,6.61610660930131,6.43966742672304,6.61242779810962,6.40515951030843,6.16613882960011,6.07450765995044,6.19152247075111
"237340_at",7.35978973484637,7.50739034644191,7.27161314252662,7.09918903722828,6.94944907216832,6.82016374248606,6.79379217434838,7.06205123949011,6.79455358541146,6.96164216630451,7.29721942109909,7.16219957474998,7.23672293796444,6.88411188483272,7.00363075571849,7.6319848464125,7.15955147867125,7.38781470770019,7.19642896773988,7.44525414255167,7.40827870003481,7.16237858772743,6.82378634465439,6.85997407423557,7.15519240925003,7.09918903722828,6.90910784294569
"204170_s_at",10.0551354727506,9.74085231983782,9.93393255758365,10.4282046211712,10.4246561997781,10.6768699574177,10.8651366897018,10.3694033166644,11.0663594524259,10.4356636598103,10.3191957441246,10.1779339766747,10.6109164543723,10.8300986973987,10.6991956254886,10.9642265553523,10.8965162854631,11.04094685126,9.87293595315694,9.99912907635054,9.91032010941944,10.7894711056446,10.8827523449921,10.9938119028303,10.9524681339829,10.7602170624034,10.8614105237518
"225802_at",8.09331072306861,8.00966440940428,8.10257684766683,8.43551026926851,8.61896842866243,8.71227064070758,8.57155585544639,8.63053983740208,8.67882567321281,8.35226090906115,8.09331072306861,8.2043682899929,8.26678881269042,8.26160310755042,8.30583642920197,8.1291625469889,8.25745502091566,8.20533338294424,8.11982742072065,8.10539061684624,8.0484841694878,8.37705196728808,8.43107038027295,8.56284782533478,8.29330428528635,8.47932586203765,8.3369350412897
"225399_at",8.86995627208136,8.98276113334928,8.88124223300586,9.3011268054207,9.3515553001902,9.28566487322542,9.26216697811202,9.33011998636728,9.70162525982803,8.92947258496354,8.92158284225385,8.80639132561431,9.09686367353339,9.03614353028523,9.11796327015309,9.12850314952738,9.21115183723736,9.0937891235529,9.0679229552689,9.05278446795282,8.93679764882632,9.29790633370849,9.52881664701923,9.57952032426049,9.4573692625735,9.49985545895669,9.5851593061902
"217967_s_at",7.70487821161749,8.0820510952764,7.88514374914891,8.85682202478463,8.6279385895384,8.84481550046051,9.63801537613884,9.90112501739064,9.72755594955606,7.87581574959798,8.01566599513407,7.84860558498765,8.39314108398601,8.68955674191383,8.54729856614731,9.04793550878526,9.23766449113758,9.20193853282576,8.05472176247183,8.10674769816232,7.81180014411668,8.661982747215,8.68734972520377,8.71226554690342,8.96300583985532,9.45040150326846,9.67208958782917
"210115_at",8.26517483132548,8.22757144530027,8.22875519342402,8.93911504841118,8.88277577094507,9.12877063957466,8.87994264186687,8.53932439647228,9.04166242190384,8.54289697658949,8.3868427274853,8.45638373630896,8.65697873163778,8.83111119916881,8.75381019156836,8.67345027844474,8.73066874734541,8.56056194869316,8.22504295839207,8.13778643778739,8.0448972641621,8.97609509745541,9.02490842392195,9.07469154657949,8.67823309137928,8.80123877695615,8.76674667308683
"226301_at",9.75214857447027,9.80374663655884,9.74527272609552,10.026873246234,10.0293886643331,10.1029466576789,9.95423282931842,9.9420609405624,10.064009735819,9.81747813899565,9.79490059398216,9.70978527243661,9.8391938071247,9.85893592266604,9.78411540343036,9.62406135850156,9.93335026578584,9.70666580606996,9.85340014698688,9.95162626335622,9.77094567231962,10.2655972300709,10.1939921716696,10.1877566097958,10.4856716363287,10.4407848789079,10.4477559637895
"1557132_at",5.03775501860304,5.38812306373406,5.30044481739053,5.09586611799394,5.08421915274198,5.41800494525244,5.4763514166765,5.32922164294848,5.30441249016737,5.1926225144255,4.93023772813362,5.2586542899653,4.94732873739288,5.25702911161574,5.08421915274198,4.90388893271562,4.8792215636406,4.95750277694366,5.06922613530599,5.19620586740618,4.76879537117693,4.98530276828031,4.89927287505197,4.95399201251325,4.85740066307483,5.09166002509951,4.99663706508687
"204066_s_at",10.6072216930017,10.7491475639622,10.7477894463073,10.688934968813,10.7547775931527,10.8082599987111,11.1305467300683,11.2314762822159,11.2228916806407,10.8103437928136,10.7399966866153,10.8270382573014,10.678432693995,10.5966832349035,10.3985467422138,10.3079905849752,10.5665061364602,10.4785440602697,10.6239297760525,10.3453016554433,10.3878468146481,10.3534875814824,10.2973043177668,10.442092187377,10.4147301110459,10.4754293593427,10.6228594950138
"226690_at",7.70977956064077,7.7118255498184,7.53389359122501,7.55800721184775,7.68139511791206,7.23448678508888,7.48391286127692,7.32327597604556,7.26826782714962,7.30504248817609,7.56659193059476,7.59634375587271,7.57330172356096,7.6804997314161,7.64781296752326,7.81945581680543,7.46906732719482,7.72373474990167,7.32655422489108,7.54304459114132,7.73364655138893,7.60984423574715,7.34342757352894,7.35963608494027,7.51068010686096,7.45329152187777,7.19483418970839
"238526_at",6.79212597579928,6.91006868237649,6.92595054653719,7.19082719006216,7.21479107662693,7.2501939846924,7.39639324281769,7.32943761047091,7.56806482635626,7.23983332198929,6.97504915114206,6.90258263532525,6.90866585543863,7.27145309436196,6.93108835107247,6.95243183331626,7.08394162043236,7.11744128203546,6.90532031372205,6.96494623495096,6.87453985015563,7.01241728561664,7.23898499992983,7.11682672691094,6.95758118139922,7.059044595771,7.11380807378397
"229723_at",4.84923041960647,5.06543258339129,5.13222978461085,4.94311471692929,4.88474385624776,4.99928163472423,5.01693562306299,4.98809829518488,4.81765138435489,4.69783860149958,5.29384306052448,5.03853689236959,5.18115784793505,5.10055217173243,4.95767185911714,5.83246449279261,5.63559854657392,5.19096728291317,5.15580232904857,5.21989189230736,4.84495848624389,5.08158742412473,4.89968947088894,5.24204520803567,6.16500008725778,6.28404124363926,6.03933187215659
"205195_at",8.5053100234761,8.38268837275539,8.26828731659871,8.23836886956268,9.03009142748083,9.19615087272473,8.92348902621566,8.88572589391286,9.13810221408691,8.7593258616972,8.51523680773637,8.71828917465435,8.90294278000608,8.67056824860938,8.24857766930462,8.43290904494374,8.43331285543965,7.56034056901206,8.47134839191638,8.18708720051896,8.83345574360086,9.15985790508456,8.73065558222693,8.23770216021031,7.62110770542145,8.41131479907693,7.8424623367593
"208074_s_at",11.7476261449508,11.7275811881484,11.7483887377116,12.1877706989058,12.2717405696061,12.5086211386487,12.2361761595767,12.2248724670441,12.4910964877337,12.0457026957312,11.825772146123,11.9061484792827,12.1175958779216,12.2107286655641,12.1156699480553,11.9049925442076,12.0155178539148,11.8535463770162,11.9273712718069,11.7382494591805,11.7723400415479,12.348500053234,12.3880953285063,12.329771597913,12.0161608947124,12.1810352249794,12.0871012051574
"201732_s_at",10.0229479048973,10.0787096462582,10.0096719576173,10.1184064655437,10.0167835189909,10.2198679318166,10.2801401248639,10.148631761953,10.477489535536,10.0857046382815,10.1090315083807,10.0488978859163,9.99349851800175,10.1661477520052,9.87949239947374,9.32073706652803,9.94773589532791,9.80080557484299,9.93775157034205,9.69490761127394,9.86126942268229,9.64082130286027,9.79338600878004,9.66819554310728,9.45402691207791,9.57606349496833,9.8291263840996
"232127_at",7.10377250599674,7.72023681909371,7.38533500279704,7.62810698246761,7.47821444072135,7.48707344520391,7.90573346138521,7.62242520811663,7.97501268487024,7.08999214673837,7.34926172284084,7.30589423139554,7.00358073739493,7.4882585500373,6.89959249954004,6.5453484634812,6.75664165477978,6.69456897368277,6.50622935851728,6.35305346148189,6.36783877053859,6.16446641713971,6.15745830500345,6.32919533599899,6.21063990458446,6.37401781658097,6.76128040744596
"1554591_at",8.41189625745239,8.50401922121982,8.42323888420761,8.40302890116316,8.22721144823836,7.96535545816765,8.2895258295636,8.25495834785109,8.05001567430518,7.95760272210817,8.2841735721579,8.22930499791699,8.08904040769935,8.44996312153159,8.36872129327423,8.43188280949334,8.34514962062296,8.59404896020991,8.34026162402524,8.49818854746833,8.33719023632521,8.17634966454905,7.9428782081222,8.08127312746982,8.42879288484866,8.24023875155115,8.02297966825165
"1558739_at",4.94523409127165,5.37590263676475,5.24439041454575,4.65428668570743,4.95639337873519,5.14182039573023,5.60323189661993,5.06472999934998,5.05564899000777,5.15405948298531,5.12262715835337,5.23162843950583,4.95639337873519,4.92834263612517,4.73935640378695,4.62489364493014,5.00988044530979,5.09458553366616,5.07704262086178,5.07564413965787,4.86906859877668,4.75849043778945,4.77685690157834,4.66454295985533,4.75736752528703,4.85842685592159,4.88836739662983
"225524_at",10.5637315810247,10.6155061730789,10.681831792957,10.7502209169117,10.8218293339198,10.8476642333818,11.2434259403356,11.3037457175437,11.1887117291164,10.733003610876,10.4982801407752,10.6610044686655,10.4975831965989,10.4013772988937,10.4121611364304,10.3050647636958,10.6123209654801,10.4482675304858,10.899271650691,10.6010761083672,10.5938801470406,10.7271902550749,10.6786015840535,10.8287406506398,10.7593633430072,10.8564414931916,11.0136377339618
"227696_at",8.53296848724458,8.74289395783276,8.72557011431475,8.96960811439386,8.89773537785737,8.91693335442527,9.0971012287002,9.33123452957004,9.19574392641422,8.66955702701882,8.58965146155191,8.58430087888327,8.57880292987024,8.66921672175615,8.80334643714646,8.71807056749117,9.07129181173191,8.90430890164554,8.82014452382922,8.87831537379114,8.77699948654394,8.96404907756144,9.00667481470704,8.85886303102098,9.13706977887099,9.07100762420308,9.01958079762096
"1564198_a_at",5.6834434613443,5.97259482857656,5.78573209147435,5.54717698078552,5.62358471442243,5.53130801343932,5.48230239636814,5.72299352736673,5.44854358492,5.79230707660722,6.28854661638699,5.98014853702928,6.08821202425124,5.77893584047761,5.82418377421302,6.21415209848134,5.78194629860628,6.23731036519987,5.9073952885266,5.92897741412414,6.11801577778823,5.91021731767948,5.81492202053149,5.47869129698519,5.54068566593861,5.52100611363401,5.77893584047761
"1554508_at",9.56023080869359,9.45386249226175,9.54000949327618,10.0315305122215,10.0486771419844,10.0392150200963,10.0807018008655,9.92039446358669,10.232344748338,9.5241302173036,9.53693269108214,9.59750739416837,9.90814309091244,9.98674663698918,9.72588113684413,10.2024167155015,10.529591502654,10.541563373748,9.6580520195259,9.45776912479038,9.56131120644108,10.2235773731958,10.6738810729781,10.4170017822595,11.3538311551101,11.2389123181973,11.4101241920734
"226398_s_at",8.27059846264206,8.35311886639248,8.25839430704785,8.20722416054229,8.14933857985197,8.43828105948202,8.26283492980464,8.32731115905187,8.36624880053277,8.22967851159121,7.94226011224252,8.14776663586584,7.76400648271243,7.84549185209783,8.02446382482193,7.50280519976149,7.90489286921732,7.70184593352351,8.28595918543287,8.3492410470045,8.28148096245011,8.29511991639651,8.25821432441552,8.35894818794324,8.03501877029243,8.22967851159121,8.15534838671815
"230416_at",8.83814314059037,8.73877711509766,8.79962844343738,8.57866154377473,8.50829525706095,8.57100667045157,8.40384966322389,8.49156413816783,8.48584526699066,8.95361947918427,8.75597911640807,8.68878576892047,8.14853735414597,8.11701579955352,8.44607698510873,7.39925386996181,8.04062465830441,7.78895515706897,8.69439612149347,8.97738148469669,8.75601659270694,8.45766523139063,8.3073594739804,8.46573208434452,7.69372827549746,7.66213896832091,7.76733901923522
"225334_at",8.78050087722658,8.87023479924538,8.80853404041431,9.29998799204608,9.16870212646327,9.28889825635289,9.26468836288618,9.22604583864503,9.39939863085868,8.76543841232178,8.67838852995586,8.80020546848086,8.51630826496884,8.65034181958345,8.78430874052992,8.43324009710385,8.67967293754088,8.52081611353495,8.85038287691119,8.67272761756157,8.6211155255148,9.15423949928952,9.22640300948101,9.22666117636188,9.16438838604811,9.11536559033304,9.27269972007974
"208791_at",10.1791012302899,10.0726099201994,10.1806294668945,10.8103163801811,10.8584375671611,11.0354057239322,11.0016582427855,11.0136877893901,11.1457833512376,10.68839129939,10.3906056899184,10.5575117620175,10.8859765475762,10.9052982618329,10.8138538992202,10.7426899708839,11.0544491825706,10.6547741133999,10.3714470914285,10.0895958021642,10.1653098507865,10.7402928208129,11.0059905186274,10.8978851045567,11.0669071261802,11.0449656061587,10.8515999074651
"229777_at",7.27575652070312,7.11025265259386,7.30638320313768,7.92304229045661,7.86389853489384,8.02652769622554,8.00489332460309,8.19508510729384,8.02132378907431,7.46442971397034,7.29028106403237,7.23993843704278,7.49699828563728,7.65231744982172,7.82348443559189,6.84136146782387,7.4969859095397,7.34141110173601,7.63963532779256,7.39806875996511,7.25814431487023,7.74284939965057,7.84160103394057,7.75428001193063,7.38717647024828,7.4272642547181,7.36091064276631
"214683_s_at",8.16589109065452,8.01321001369997,8.13316872254209,7.85517891259861,7.92750331453636,8.00025898829139,8.30111186790671,8.08637374533449,8.09974187875912,8.11873919601886,7.92446534961157,7.76632361952518,7.901274542779,7.60099657279204,8.11775446461933,8.14878515038716,8.6889957009946,8.48157551145374,7.88789782573924,8.3585972079344,8.23270238278283,8.28063011520258,8.53593264998367,8.43422926886845,8.57838372009163,8.67964845829295,8.81344215857383
"201753_s_at",10.6876348145999,10.5027605730205,10.4918117597434,10.6682869734179,10.8927535216966,10.8866041724174,10.9523942286508,10.8192065383032,11.1574498880268,10.8578321144463,10.7220501323083,10.5409828914124,10.823898960559,10.9078595501988,10.7312317671574,10.4443331139263,10.7115282083886,10.3756739010277,10.5814736126532,10.7483117923953,10.8450299545969,10.9295790847906,10.8562202700245,10.916179686101,10.4191384438753,11.0742772391324,10.6361729366692
"214196_s_at",9.93521028955905,9.78265396594681,10.0344000677094,9.96146108339148,10.1122112994423,10.0719811416897,9.7576775924313,9.61904418287235,9.93521028955905,10.0168840280936,9.69208527843189,9.74107349217387,9.603556388738,9.72676754270483,9.81079944532812,9.09976388896828,9.82571431816701,9.60839644654811,10.1509317315608,10.1111344860894,10.1404447719144,9.89475203104517,10.2251949126974,10.118490731021,9.98095424139794,9.96300182385331,10.1284268804532
"230323_s_at",7.86175193808792,8.00847096041454,7.95204536991735,7.70450048502687,7.7641441830837,7.85614276527925,7.58462789050398,7.61779571795622,7.93319335262247,8.00132512188951,7.75286484206769,7.8470400692739,7.42869389197653,7.76115729004714,7.55619134243042,7.13056917078631,7.3419143783688,7.11647138069945,7.94492696246351,7.88845402721338,7.82022972372784,7.62699922817847,7.57509832525599,7.52583857389623,7.32792133472433,7.41469172509033,7.47737137963345
"204050_s_at",10.8665941969936,10.9086898467118,10.8575798889773,11.2101826723174,11.3344057366966,11.562553244971,11.3699596920916,11.4033230884004,11.5596396096181,11.246214056138,11.0519850210617,11.0839059635885,11.1880236592034,11.0836358655072,11.1716227667235,10.7190342464488,11.0003480603093,11.0142253259107,11.0577574421487,10.868112295411,10.9244113637594,11.1579744488287,11.2580933216555,11.2997661786259,11.0333382285396,11.1082036779855,11.2876537089172
"225043_at",9.78745996484367,9.98453057304849,10.0085765568111,9.83785022676975,9.74801634330013,9.95958694054316,9.86309498708436,9.79430040849271,9.95521906099415,9.93308019126906,9.90485909565712,9.98851511566848,9.48116041315446,9.56089923483863,9.40866292364578,9.34741058348176,9.3710414441573,9.25571305988275,9.9016594088349,9.8076058474716,9.70674886123885,9.51239958939862,9.53390042978038,9.52876687163324,9.49215878341345,9.51651571482745,9.5062933887812
"240354_at",6.26293063777935,6.36201486274414,5.93906307054443,5.8627450184227,5.73194266949415,5.57335064119408,5.94281795684438,5.94500931577785,6.00321544033079,5.87001283696361,6.30843039564575,6.23318581224316,6.23270338262099,5.96562306557669,6.14721922775097,6.43587496391152,6.05626964243108,6.13359082947488,6.13261260513453,6.16046175925264,6.24181318977563,6.21115789076033,5.8289706085646,5.89482984669093,6.13830733152913,5.90498098617234,5.70082999085329
"1552417_a_at",7.51015667028759,7.53738702916452,7.59351761832356,7.87549146766901,7.65313183013612,7.74566294851958,7.46539443294655,7.20955846976119,7.44234535510092,7.37856738588327,7.36716276280249,7.51841279884175,7.16996978636141,7.49132092920495,7.62309060639169,7.38233784655786,7.75663840296057,7.66510554340365,7.38589914555721,7.62823117719372,7.42425984273726,7.85260503077979,8.17471114632962,8.31470137518018,8.10591274966779,8.26560927879331,8.04276386189101
"227295_at",8.08093176997161,7.98297139753777,7.99878136194583,8.25041403595642,8.23465306458865,8.33570259251924,8.17870130143774,8.18620280947332,8.384806778923,8.12808823146853,8.01960044152221,7.96687076774473,7.77960109961891,7.7454537535367,7.74750002251101,7.34797141041001,7.36500278416912,7.40321317063557,7.98834781017082,8.04884150246662,7.89033883505668,8.19244061855358,8.32213879118259,8.39620815106016,7.9063493053442,7.98389318815408,7.96232384743434
"230559_x_at",7.38210669400571,7.3512511684329,7.68645386774967,7.82478029806011,7.9715199604432,7.71817107117946,7.89812389704353,7.66239286673747,7.9043516862839,7.17782495685065,7.13057520726549,6.76331825375048,7.03347450613199,7.2562322385391,7.45082595126949,7.01556964198039,7.45320374980707,7.13840165128658,7.27033505878193,7.56881209591036,7.36880569788933,7.39354610091547,7.45103041970468,7.51068010686096,7.67036205833415,7.6217829031826,7.50245158533427
"225889_at",8.93629209757813,9.01784148018383,9.12690588423556,9.61253293463267,9.65336901445104,9.58978323754446,9.80483784493871,9.63466511972443,9.85383393687976,9.1462276347376,8.93981695964434,8.82636321725352,9.32212409075499,9.41583054749065,9.52380414349897,9.32463905441114,9.59065715188162,9.47028570950458,9.05921424635601,9.15367452741967,9.07385556529406,9.56009082791721,9.52025036098079,9.50333630359419,9.81755958681605,9.82148157523631,9.80683407244992
"228570_at",7.93925790931143,8.08094865649111,8.03199813784922,7.51384482648401,7.69738676577079,7.68451909312848,7.95200321851776,7.77393246494325,7.30065523448393,7.85364479576465,8.12447534156327,7.89420115212738,7.67737477203785,7.96309723122446,7.75547472724813,7.88410010009448,7.74099836947164,7.71284828452765,7.84314416999461,8.00394878188406,7.78153170961037,7.77187942970335,7.5723233250832,7.74242280068554,7.44486347936861,7.45583828509491,7.51157606697517
"224639_at",10.4342169254825,10.4272280567621,10.5012352909845,10.7942681727078,11.1023619055543,11.175188743793,11.2357768795499,11.1210300459947,11.3189961030083,10.8172073959891,10.6520933150097,10.6131775652673,10.8607058268485,10.9595858423954,10.7052400928423,10.6579977949473,10.5746710350271,10.4130163941278,10.5500800282012,10.4845181811805,10.4326939824823,10.795641197775,10.7523148413061,10.7539686291978,10.7146674937274,10.9776622180778,10.7947691599053
