"","GSM432030","GSM432031","GSM432032","GSM432033","GSM432034","GSM432209","GSM432210","GSM432211","GSM432212","GSM432213","GSM432241","GSM432231","GSM432232","GSM432233","GSM432260","GSM432261","GSM432393","GSM432394","GSM432395","GSM432396","GSM432397","GSM432398","GSM432399","GSM432400","GSM432414","GSM432415","GSM432416"
"227709_at",7.00120235520719,7.19960993575893,7.3283293295588,6.9303245146599,6.85254990523375,7.04375680340525,7.29851913385564,7.22876378533171,6.93683518656868,7.26833773264572,6.77421241580354,7.04375680340525,6.37993213402341,6.86893019901428,6.91483906427689,6.49451049733078,6.84972647739372,6.69918419770365,7.04375680340525,7.13110842298898,7.13478029328098,7.06193270357921,6.85626509004982,6.99184566340578,7.21946885028638,7.1160322194856,7.22597869656186
"235167_at",7.04507695094309,7.28767139984355,7.15392114249832,6.9945941408441,6.70916054947543,6.39808214901327,7.15821089339314,6.5209820356794,6.42224954815224,7.11098646330551,6.84118436953018,6.56929707986991,6.34362249321625,6.57631661172616,6.79755643169598,6.23139181028094,6.94580509335743,7.11173816323787,6.56063825518792,7.08389970620769,6.79159336463554,6.74722047814563,6.64781713242787,7.07231965892903,7.19653842857483,6.84808497148393,7.19866513899083
"1559966_a_at",9.34602123825605,9.04380448532736,8.86221590274444,8.77007420943844,8.36057926056682,8.31948779003975,8.119483378767,8.70767555913792,8.01870331417721,8.4677306593777,9.07590809243976,9.00373019638135,8.80811126341971,8.72292196968847,8.80811126341971,9.40994167762391,8.86098639827077,9.38645232115302,8.94723915310827,8.93307597047376,9.04662710883557,8.72052992055207,8.5955177599294,8.55804553154227,8.83208672510144,8.42494684825656,8.70981718389838
"205042_at",9.14430341257358,9.18796341133751,9.17623557023862,9.50315059259861,9.45836645504586,9.54735404560829,9.69989711720943,9.71289817600015,9.64019509240952,9.17601878948711,9.14610979421006,9.19866315293752,9.17085333781938,9.25914092845727,9.37630126243443,9.14254709708667,9.48402249768228,9.418149805821,9.21342197676002,9.09355159940401,9.00881435767933,9.34871939940852,9.42934344233409,9.57760005057115,9.79841417295492,9.99748906798986,10.1137983727871
"1568596_a_at",8.06306123992249,8.09107473060737,7.8430565979694,8.38341554397299,8.27999386346074,8.49002435914634,8.52732981481814,8.67318720947806,8.654748712902,8.17496219095636,8.02986613076939,8.28006596688117,8.03799673259261,8.30186825120299,8.19599131284284,8.69756295871997,8.6200475157028,8.63763592059019,8.04128737664894,8.18585900360982,8.16599493828215,8.36387119789735,8.49991683655095,8.57342857716051,8.34052474995328,8.4622652402817,8.4264281763019
"43544_at",7.20279039818029,7.25789054823086,7.37520170124676,7.7434069774459,7.85988259426529,8.08073285350278,7.83203522870035,7.74637239305385,8.03256524396407,7.50831683609983,7.25007312477378,7.48255583026962,7.2928205764453,7.23423133126845,7.2638745950963,7.26915254732747,7.55676478311214,7.17565405185942,7.52583387662301,7.38013715338938,7.32159140205742,7.71107777265986,7.81654602327592,7.80028045870497,7.65592161875785,7.88219854967379,7.8843577105158
"227639_at",8.38543565468311,8.47247346656664,8.39662314827224,8.94343583588336,9.05456200266901,9.09342528198466,8.69123421814083,8.71268442766928,8.74521713770952,8.46265441109728,8.26406416238875,8.36581694335505,8.31894174111742,8.6227137790061,8.61184999833631,7.97922774425975,8.47857077084313,8.18677726298934,8.74792303636479,8.62078602974866,8.45964506762292,9.08536511493236,9.00919332478638,8.92588198148467,8.28026246764985,8.57500014152354,8.52113470587191
"215057_at",6.94383670315103,6.82453809065657,6.8913211235038,6.65464265605841,6.62042081796972,6.3875546370986,6.38272731396534,6.50420159092106,6.47421436524812,6.6165561729248,7.08114405389706,6.85977620857503,6.87658007961534,6.63262502137493,6.81552136782798,7.12895761095463,6.91428185706678,7.23593917662837,6.84083552519003,6.90359255443324,6.94896137248619,6.59541952999358,6.42710428914159,6.51494687857489,6.68297757051702,6.442130163438,6.73174844906715
"234759_at",6.6790381597916,6.58987240565571,6.56418002441593,6.48365947621389,6.40671352715339,6.68464213834889,6.60782751334265,7.04036617981902,6.58987240565571,6.28961031321807,6.22817406494127,6.38957158704666,5.95396764081086,6.10454492282524,6.5396510033593,6.58987240565571,6.77968421375034,6.86862991955391,6.2416610462654,6.99018830527469,6.6612569227679,6.60322267213615,6.41975960144424,6.50978318973162,7.25844422948176,7.0907032972138,7.12736452898201
"232752_at",7.03888896786937,7.23417458083824,7.19577369646549,7.12121868238077,7.4619324349694,7.46906732719482,7.25614554990343,7.10531557983132,7.59521567316776,6.8962575242591,6.99212812865305,6.97617751219268,6.47233692910833,6.89118126801918,6.7630718522622,6.81502424417168,7.08368604634591,6.71778376050699,7.29338800142241,7.41757611176337,7.26539399863904,7.02869961396827,6.78527748552789,6.87260141678609,7.02218301558952,7.03552497278442,7.18250339085149
"1559404_a_at",4.66643389028835,4.80896953221666,4.33731715725199,4.55010810959149,4.35918536834333,4.26616259609415,4.22858124239313,4.39649358383883,4.60250098778751,4.49208889586521,4.53160730197647,4.65623024003407,4.65022533628602,4.86331241242308,4.07393080424659,4.55172444495463,4.43779541693482,4.39569639514748,4.60686804049332,4.5440496564422,4.49994432444715,4.37450107395907,4.64974980238807,4.5477766370505,4.28040841596165,4.24614599426259,4.2498528515731
"230632_at",6.5692051154584,6.62809963958671,6.89284536344356,6.59975739665073,6.33882939272171,6.47317546797108,6.30828737120816,6.34988955859752,6.4409875019476,6.80212104798332,6.75482139218948,6.85863567149225,6.63336328172553,6.62809963958671,6.56063379853363,6.88670234273349,6.69342342147634,6.84354131435754,6.79614555466807,6.7418475003853,6.72368553189028,6.65204233717621,6.45458385536838,6.85200701391662,6.61443686655268,6.33980187128073,6.40745333089727
"236656_s_at",8.3546637250501,8.551434683249,8.3752412390084,8.49187639692262,8.60298385921799,8.75522110368587,8.81720415599521,8.8527697966891,9.12799167284363,8.4818076197111,8.31753810268277,8.49443788776334,8.3899228598804,8.49126639619057,8.24128788537157,8.67371073074747,9.02285106224444,8.69782828706711,8.30977715359471,8.44524194179741,8.25853126942179,8.76742783877819,8.82893220126136,8.76656997861779,9.34826980759568,9.39225572641327,9.63321696006084
"229338_at",7.84134405711515,8.08720151793232,7.98371202967321,7.91513397474264,7.8339191365556,7.79577911542832,7.58950806180998,7.6102953647408,7.56634237783975,7.8798416209254,7.76887760656181,7.86440305360388,7.76301016409713,7.73764733597157,7.67131117588631,7.55477269822966,7.49979873356509,7.79015671434273,7.89298211565302,8.0518290347334,7.96584404170746,7.84985773989835,7.97052312874154,7.81212965618117,7.34949478404305,7.48203895142195,7.51731731399755
"237266_at",8.98630447651972,8.95402249033024,8.64953105119638,8.397913897796,8.31479100761387,8.22400326195168,8.35033244380685,8.4897854893593,8.17061698884913,8.56138714825532,9.02270752536794,8.80794899950719,8.69417186153945,8.67257880702443,8.62690266748702,9.31231849458558,8.75955890594069,8.79919009876118,8.7342147585997,8.74422339029339,8.82754066175346,8.64024302884022,8.62690266748702,8.46710123808493,8.5008916962215,8.30543908809218,8.25246603280243
"227822_at",7.60953308422902,7.66067024542818,7.73974369037928,7.97035346632076,8.01773122967765,7.9433459346737,8.10198256397757,8.27503972141205,7.98940637337428,7.73957692773149,7.8186347658814,7.59262117717579,7.71208538770474,7.46454224053291,7.81895586672525,7.57207596939865,7.79877374647936,7.60980403053622,7.54513027467162,7.88012218632079,7.59807800055725,7.84233206058777,7.74641648792822,7.99398472317045,7.9897135874545,8.02005152553583,8.08504680673206
"242121_at",9.15515214708231,9.11645730789695,9.08789446076371,8.64008809639762,8.6707400119962,8.26705645112795,9.22394802380869,8.67819188193188,8.56765035438674,9.189513951015,9.12966439432859,8.67321793554065,8.32168300490618,8.28648503377506,8.25012098997456,8.35094919899433,8.4596917625548,7.96893053361129,8.40164261666301,9.41594706006008,9.31188065326878,8.79617607663605,8.78777116830985,8.54013993319638,8.61183825827071,8.83414866531804,8.6480356703017
"228543_at",7.1785448411261,7.28177533759546,7.30036615726541,7.48844675043963,7.54748932367701,7.57084015915227,7.17735524354365,7.28177533759546,7.41575984586577,7.48287496218232,7.10964061977733,7.17204079402295,7.14435829092429,6.87860411225288,7.19078433873969,6.93101042886713,7.07049436220589,6.74170355297489,7.30094431370932,7.47663696876768,7.26774607754646,7.5650063248328,7.41950886104039,7.43352190931021,7.04128578746747,7.204031579343,7.09522385455657
"1556242_a_at",8.64802134820232,8.78933184043093,8.81494567366754,9.32267827959144,9.44244372723248,9.64280645507003,9.58124170889438,9.61762055541981,9.79602195255819,9.02232652060062,8.73836345664362,8.94617351310988,9.12805860598306,9.04131637800139,9.09577099636489,9.12369003544129,9.30293971552415,9.159822287195,8.81842424830366,8.72373411185866,8.59261780345849,9.18693982827059,9.45970393625531,9.3656537103877,9.49907964666359,9.70855806725229,9.74905953541726
"1564069_at",10.0733396881151,10.3126644760579,9.95326935912832,9.71140199827056,9.53927360548947,9.21996790090986,9.68415306508852,9.7702124108356,9.27912292847252,9.66483028423737,9.9640536208021,9.9647628310025,9.89355750198328,9.96101170641976,9.93496632926889,10.2700870328162,10.1158133184001,10.2049194375466,9.85272189623514,9.91390132979641,9.94719616712334,9.75852365023166,9.6407765431368,9.6655432174233,9.63977094429581,9.6197328632992,9.50208723382971
"203976_s_at",8.17857763978911,8.20112656061849,8.203916041196,8.78877255720425,8.77589058172533,8.92193655511332,8.21180285617518,8.19739592497885,8.28503034773992,8.45641382828825,8.26503809712623,8.40661135645067,8.6853759907302,8.58490498992826,8.5787029853816,8.55492651776,8.60701488524312,8.33776645511837,8.27150427100524,8.07367564679751,8.10974533445729,8.91009794678368,8.90819700012267,8.92320480416444,8.37259567670345,8.40265583533186,8.23682790458522
"214086_s_at",7.39922451728257,7.69907982710322,7.70672915713042,8.2515724724157,8.37549465141827,8.4621824353299,7.94860374764339,7.86447113157412,8.10067620012904,7.76821350163478,7.38509429595881,7.6119351534462,8.03828397872349,7.86745945279588,7.91619003367113,7.70361517512797,7.97202223661836,7.69778550909253,7.45207804438918,7.38244697895693,7.35403852560508,8.18546883469743,8.32683999854529,8.34462451202476,7.80349778295731,8.03230542480961,8.02718798373124
"243648_at",7.35121362955744,7.18427486789922,7.63106996043692,7.32309317296686,7.04577853516378,7.29858016398766,7.25654372997697,7.34507916829071,7.58900719403895,7.30265794595106,7.3440945328456,7.26034635685932,6.76687040512024,7.1701639999514,6.66128346296782,6.55780748150469,6.40649862236276,6.8636136015724,6.53178462243832,6.36170143851625,6.71958879495977,6.33951900316009,6.41199454265728,6.28035790488749,6.70535274480685,6.48331106345687,6.87182979361814
"214803_at",8.24018506370633,8.43647399307378,8.26779740840985,7.81478085067534,7.89236827255553,7.53617051748286,7.72944859112512,7.75005031158453,7.37962633800675,7.93842868034346,7.95402547081045,8.03575873796628,7.86289174610444,7.90077394087415,7.8039706028836,7.96747542292943,7.90582380444506,8.06619498458669,7.98561097563375,8.35444167292131,8.11616057513709,7.63700789768615,7.53540866024619,7.54438052068473,7.74436724740648,7.60401727024578,7.69072418676805
"212596_s_at",8.72201119609889,8.88109162194648,8.79938926097353,9.23878613692644,9.32847841815531,9.53694373016557,9.51518218780771,9.3086494672485,9.5892870947001,8.9908230657394,8.95539975287445,8.74132077411241,9.27789503963261,9.27400629641814,9.15509713974148,9.36501241844171,9.47693022750468,9.31216818853201,8.87348895617369,8.84889303177633,8.716173973572,9.51802135503197,9.46429951501241,9.45422419951533,9.31817115702808,9.58995385477343,9.39318864236025
"235774_at",8.12990145442092,8.13646131006677,8.13234581671184,8.44634609252796,8.52935198866298,8.70548538352767,8.41613081321938,8.54484237463312,8.83111632056833,8.15168088468095,8.27398677313479,8.32744050727858,8.66369257654806,8.51754689940032,8.44531719250986,8.28575237481977,8.39564672889894,8.36646907734304,8.00184162077345,8.0684478311139,8.15179755821762,8.77695443060219,8.94824055458892,8.90658246831471,8.41282920579431,8.66050322677136,8.43610329271034
"219513_s_at",8.38721951216429,8.60648928019995,8.51824110589574,8.60222856258095,8.69990881947749,8.73741274028329,8.84074903084625,8.95833816363306,9.3687461282085,8.67122822624469,8.4694590195693,8.54806116805291,8.34606806410398,8.33856762932784,8.36369103442609,8.36142021430444,8.72221666057229,8.58973335201915,8.5221818983898,8.54801117723384,8.39183001135208,8.39570677278824,8.41530330392193,8.65660083070087,8.61302300913341,8.7843478074124,8.88634744376683
"205088_at",7.79890238337207,7.90192111773612,7.8177552409697,7.81684811653012,7.59372966141335,7.63098090618577,7.61107606129502,7.79010879057548,7.450395924159,7.68733584571738,8.05444431579681,8.03594246604256,7.8015138604191,8.02500190106433,7.91439081348334,8.3363085297766,8.10367936163744,8.17914035028732,7.93718838897692,8.01520249242384,7.93112241696585,7.92606258488819,7.64290048301744,7.79214369203875,7.93500042876066,7.93909544586011,7.79946037493036
"215009_s_at",8.19490800900015,8.3472461396061,8.26284306799699,8.52695674981614,8.63814704832492,8.62670594609055,8.72689562165997,8.76555417716681,8.86802846511841,8.26425648321376,8.21392364008979,8.02253815177618,8.10072635961294,8.41610611564704,8.4021171792773,8.60489159328985,9.01424124335289,8.79319130617286,8.33381300032998,8.39974339179571,8.20626241376712,8.70540442870954,9.08676100983092,8.8984368866212,9.52695770585328,9.54230181508698,9.64239742851404
"227567_at",8.32722364469575,8.57907839861596,8.48673279207207,8.76132535303425,9.04383313058594,9.03310945534399,9.10200991762157,9.12779859654166,9.38717405370396,8.68722090681134,8.79098007197761,8.44296462924983,8.78629785941579,8.70729106587206,8.68841094365276,8.49911481966203,8.58417627657775,8.62672777008177,8.46360548889821,8.5993368342084,8.6645957707455,8.88614096334073,8.72936781780689,9.00331789717096,8.71034096720954,8.76298467085759,8.49952701394415
"231203_at",9.29499417428818,9.49501543509469,9.26178381152998,8.91219253012183,8.66388865614959,7.92240075120891,8.19613486991215,8.76846376380141,8.19810792830885,8.7118869252167,9.24240301360881,9.15423949928952,9.13366821031737,9.06651658971012,8.6844597806199,9.65650869485988,9.11842492810866,9.06466221696862,9.01851519294066,9.17801945807464,9.26410275144556,8.93389048520293,8.60429184668272,8.70704302388996,8.61944954402193,8.34849767244051,8.4301023178973
"229157_at",5.73958976152688,5.51624036151361,5.58131557824771,5.41712232895769,5.30823315900819,5.24360454488875,5.25680494139958,5.69192114157257,5.10914838003344,5.42391168216264,5.65765561221778,5.55978957046777,5.62569269379348,5.61583690119965,5.47424567914352,6.15464396885241,5.65545689825377,5.81255922842605,5.49933525818101,5.50514856737289,5.99050182337381,5.71870811575776,5.50443778405307,5.36816033472741,5.56182124933492,5.26855179225827,5.21994176393496
"226663_at",7.57521536523894,8.14605328411114,7.78323934026405,7.54033626878241,7.40639707910785,7.06502604828095,8.07303964617716,7.88398438969196,7.4568165509294,7.56586627312763,7.63200721192259,7.33085737123996,6.87723513592058,7.19095531313025,7.21521674424438,7.3651417132302,7.82065757794695,8.23914772812394,6.8519920795684,7.54042804737882,7.39690032230771,7.77596482628132,7.51510877484866,7.81547823390981,8.87656323733069,8.52537275566938,8.82338771588655
"235171_at",6.01920076748637,5.96994224292026,5.85559458296511,6.07981791947272,5.93976975696927,5.5690111671855,5.59410254757435,5.76904131639787,5.37774627522825,5.66052039773983,5.84732023935919,6.18165553702706,5.82228229575478,5.79426746001081,5.85607586865987,6.23033302668291,6.0245920739678,6.05850142104619,6.07767874366829,6.089797438127,5.90214822844969,5.82228229575478,5.54032885208875,5.38617526331322,5.65662154601173,5.50837797167089,5.52270435691839
"1568791_s_at",6.31086574798436,6.51206361694104,6.44587078213752,6.45144621073496,6.01046909271282,6.07846881241613,6.16943282655013,6.10493828548434,6.04548284876343,6.155638176267,6.55842603218213,6.42901147392998,6.43847548129598,6.37917634202505,6.31086574798436,6.61867252212698,6.4138154608112,6.42303209119047,6.6552112076797,6.6175222862218,6.54942619476572,6.3135139498467,5.87370253936822,6.23519477743781,6.07069414774588,6.01230921906195,6.17260808849367
"231485_at",7.18288921235721,7.29211069754732,7.07594777675325,7.05888787403501,6.88368237252149,6.79759394130352,6.87552888115022,6.9202448022679,6.83734131313106,7.19412772000225,7.54756013971908,7.39513414505683,7.28210301806399,7.04400739064967,6.91209239058101,7.311713693811,6.88474506205727,7.27768438044807,7.06669032166124,7.02578840227411,7.22007354941542,7.11285156519619,7.0237868578429,7.2341448095716,6.92706888965156,6.73969006156152,6.85907745497064
"1558496_at",5.09397608282,5.19730685144817,5.12366148289156,4.71198905683635,4.84600311133369,4.53266473285773,4.69922086464739,5.03025336233214,4.82689077553296,5.13034525209838,5.45042365328931,5.30628667211667,5.43618019313798,5.75874235191418,5.66208504328206,5.94934024651286,5.47306696554919,5.82978393812732,5.29531779952842,4.94013623850718,5.24621965131859,4.9927065838075,4.81738646562943,4.74624246627014,4.93848821465189,5.08517414846716,4.71145123168996
